,0,1,2,3,4,5,add_link
0,0.2,0.2,0.2,0.2,0.2,0.0,
1,0.125,0.125,0.375,0.125,0.25,0.0,"3,6"
2,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.0,"4,6"
3,0.25,0.05,0.25,0.25,0.2,0.0,"1,6"
4,0.20689655172413796,0.20689655172413796,0.20689655172413796,0.20689655172413796,0.1724137931034483,0.0,"2,6"
