node,hubs,authorities,pagerank
0,0.005655962711177437,0.0,0.0003789454978167534
1,0.0,0.0003363449739622605,0.0004059527801904186
2,0.0,0.00019716774335718716,0.000644780463766752
3,0.0,0.0001739715382563416,0.00043363001029027585
4,0.0,0.0001855696408067644,0.0005554240890721407
5,0.0,0.0016527296134352452,0.002601558170055566
6,0.006263932644300744,0.00021456489718282132,0.0019718565630719156
7,0.009184030656423297,0.0003189478201366263,0.0005149705517969509
8,0.007498295841854127,0.0010554273320884724,0.0008564816945935015
9,0.0,0.00023776110228366685,0.0005240255305490291
10,0.0,0.0002203639484580327,0.0043860975882294255
11,0.0,0.0001739715382563416,0.00038607057498970556
12,0.002044989775051126,0.0006204984864476184,0.0014122909408137117
13,0.0,0.00019716774335718716,0.000644780463766752
14,0.0,0.00238341007411188,0.002131988546043041
15,0.0,0.00012757912805465052,0.000507096710636363
16,0.0,0.0006204984864476184,0.0007192481102754784
17,0.0,0.00025515825610930104,0.00038093414319629004
18,0.0,0.0001855696408067644,0.0005554240890721407
19,0.0,0.0001391772306050733,0.00039971096052973036
20,0.0,0.00030734971758620357,0.00043399431537137864
21,0.0,0.001467159972628481,0.0011294341564541874
22,0.0,0.0003479430765126832,0.00040161304438172154
23,0.0,0.00025515825610930104,0.00038093414319629004
24,0.0067797859208902165,0.0009800396655107245,0.0020868049743256304
25,0.0,0.00012178007677943913,0.00041366631535794563
26,0.0,0.00024356015355887827,0.0003963059065873496
27,0.0,0.0001333781793298619,0.000432069252653829
28,0.0,0.00025515825610930104,0.00038093414319629004
29,0.0,0.00025515825610930104,0.00038093414319629004
30,0.0,0.000672689947924521,0.0009034750313560569
31,0.0,0.0001333781793298619,0.00039620665111007126
32,0.0,9.27848204033822e-05,0.0004100936918862189
33,0.0,0.0001391772306050733,0.0007445060941294784
34,0.0,0.00012757912805465052,0.000507096710636363
35,0.006567917610862398,0.0003363449739622605,0.0011377811694640954
36,0.0,0.0001739715382563416,0.00038607057498970556
37,0.0,0.00015657438443070746,0.00040070616468154875
38,0.0,0.0001855696408067644,0.0005554240890721407
39,0.0,0.0026095730738451245,0.0008308233221261789
40,0.007756222480148863,0.0017629115876642615,0.005019641153319598
41,0.0,0.0001333781793298619,0.0007434952691892421
42,9.211665653383448e-05,0.005422112942322648,0.009844469303613898
43,0.0,0.0001739715382563416,0.0005248063017209117
