0,1,2,3,4,add_link
0.2,0.2,0.2,0.2,0.2,
0.12499999999999999,0.24999999999999997,0.37499999999999994,0.12499999999999999,0.12499999999999999,"1,3"
0.07692307692307693,0.23076923076923078,0.3076923076923077,0.3076923076923077,0.07692307692307693,"1,4"
0.05,0.2,0.25,0.25,0.25,"1,5"
