0,1,2,3,4,add_link
0.1892489078409377,0.19549291763232898,0.20080032595501157,0.20531162302929176,0.20914622554242993,
0.2716206810930134,0.2634862153160183,0.14459027789626472,0.15551037259878192,0.16479245309592155,"2,1"
0.31684146337241975,0.3020560790808096,0.16111466882359693,0.10121456946428153,0.11877321925889216,"3,1"
0.33332546192637563,0.316585513811556,0.16780771454404794,0.10457714985535704,0.0777041598626634,"4,1"
