node,hubs,authorities,pagerank
0,0.001533742331288344,0.0,0.0007985412786325175
1,0.00036088054853843386,0.0,0.0007985412786325175
2,0.001353302057019127,0.0,0.0007985412786325175
3,0.005413208228076509,0.0,0.0007985412786325175
4,0.004059906171057381,0.0,0.0007985412786325175
5,0.0014435221941537354,0.0004280821917808228,0.0009116679597721241
6,0.0064958498736918105,0.0007134703196347048,0.0008664172873162816
7,0.0,0.0004994292237442933,0.000895507005323609
8,0.0,0.0002853881278538819,0.0009682313003419275
9,0.0,0.0002853881278538819,0.0009682313003419275
10,0.0010826416456153017,0.0004994292237442933,0.000895507005323609
11,0.006134969325153376,0.0007134703196347048,0.0008664172873162816
12,0.00018044027426921693,0.0002853881278538819,0.0009682313003419275
13,0.0,0.0002853881278538819,0.0009682313003419275
14,0.0,0.0007134703196347048,0.0008664172873162816
15,0.0,0.0017123287671232913,0.0008005560712706069
16,0.0,0.001783675799086762,0.0007990707055350386
17,0.0,0.0029252283105022894,0.00110470494691456
18,0.0,0.0004280821917808228,0.002086681133620694
19,0.0,0.0027825342465753484,0.000839017682211676
20,0.0,0.001212899543378998,0.017095198319311073
21,0.0,0.0014269406392694093,0.017114125638341807
22,0.0,0.0027825342465753484,0.000839017682211676
23,0.0,0.001783675799086762,0.020174057530537123
24,0.0,0.002211757990867585,0.0009947127205361507
25,0.0,0.0004994292237442933,0.0009092438166048469
26,0.001714182605557561,0.0004994292237442933,0.0008005744659945595
27,0.0,0.001783675799086762,0.0007990707055350386
28,0.0,0.001783675799086762,0.0007990707055350386
29,0.0,0.00014269406392694096,0.0012344204287113806
30,0.0021652832912306035,0.0003567351598173524,0.0017858248215342667
31,0.0,0.0009988584474885866,0.0007994866838155909
32,0.0,0.00014269406392694096,0.002577316280410617
33,0.0009924215084806932,0.0002140410958904114,0.0008038614522298608
34,0.0,0.0018550228310502323,0.006285248795492575
35,0.0,0.0004994292237442933,0.0018552617919184503
36,0.01939732948394082,0.0006421232876712343,0.0008861615484170234
37,0.016871165644171786,0.002711187214611878,0.000810893520083684
38,0.0,0.0027825342465753484,0.000839017682211676
39,0.0,0.005493721461187227,0.010993301623072773
40,0.0,0.001783675799086762,0.0007990707055350386
41,0.0,0.0027825342465753484,0.000839017682211676
42,0.003067484662576688,0.004209474885844757,0.01297236125691068
43,0.0,0.005279680365296815,0.01638450187873345
44,0.0,0.001783675799086762,0.0007990707055350386
45,0.0,0.005707762557077637,0.002254878808399837
46,0.000992421508480693,0.0009275114155251162,0.002956782645187133
47,0.0,0.0017123287671232917,0.0014402263516047134
48,0.0,0.0017123287671232913,0.0008005560712706069
49,0.0,0.003353310502283112,0.0008985137898681899
50,0.0,0.0017123287671232913,0.0008005560712706069
51,0.0,0.0009988584474885866,0.0007994866838155909
52,0.0,0.0005707762557077638,0.0008001234645043589
53,0.0,0.0004994292237442933,0.0018552617919184503
54,0.0,0.004922945205479462,0.001798851692490937
55,0.01425478166726814,0.0012842465753424685,0.0008368334726364692
56,0.0,0.0011415525114155277,0.0011685324133907907
57,0.01642006495849874,0.0018550228310502323,0.0012196297434948578
58,0.0,0.001355593607305939,0.0008343564521112215
59,0.005413208228076508,0.003852739726027405,0.0016959498578760731
60,0.0,0.0355308219178083,0.060843499313450226
61,0.0,0.0011415525114155277,0.0011685324133907907
62,0.0,0.0006421232876712343,0.00422704890556598
63,0.0,0.001783675799086762,0.0007990707055350386
64,0.0,0.0008561643835616456,0.002555591537884547
65,0.0,0.0005707762557077638,0.0013274970571677555
66,0.0,0.0027825342465753484,0.000839017682211676
67,0.0,0.0009275114155251163,0.0008532573133818251
68,0.0,0.0011415525114155277,0.0007995940806944636
69,0.003428365211115122,0.0015696347031963504,0.0037358969950456416
70,0.0,0.0007848173515981752,0.0021233415769580017
71,0.0009924215084806932,0.0002140410958904114,0.0008038614522298608
72,0.0,0.0010702054794520571,0.0011931984890413423
73,0.0,0.0005707762557077638,0.0008001234645043589
74,0.0,0.002711187214611878,0.000810893520083684
75,0.0,0.001783675799086762,0.0007990707055350386
76,0.0,0.0005707762557077638,0.0008001234645043589
77,0.0,0.002711187214611878,0.000810893520083684
78,0.0,0.0012128995433789982,0.0008595227658072604
79,0.0,0.0005707762557077638,0.0013274970571677555
80,0.013623240707325878,0.004922945205479462,0.0015853338446923612
81,0.0,0.0027825342465753484,0.000839017682211676
82,0.0,0.0027825342465753484,0.000839017682211676
83,0.004330566582461207,0.0016409817351598207,0.0009322459138821611
84,0.013803680981595097,0.002211757990867585,0.0008915495073857769
85,0.0,0.001355593607305939,0.0008343564521112215
86,0.0,0.0005707762557077638,0.0013274970571677555
87,0.0,0.005707762557077638,0.0008512005067257253
88,0.0,0.0007848173515981752,0.000922085480304877
89,0.0,0.0004994292237442933,0.001022479566492924
90,0.0,0.0027825342465753484,0.000839017682211676
91,0.0,0.0022117579908675846,0.0040887317112443975
92,0.0,0.0011415525114155277,0.0011685324133907907
93,0.004962107542403465,0.004708904109589051,0.012778076440054128
94,0.01660050523276796,0.002711187214611878,0.000810893520083684
95,0.0009022013713460846,0.0074914383561644,0.01742593749442176
96,0.0,0.0005707762557077638,0.0013274970571677555
97,0.0,0.0027825342465753484,0.000839017682211676
98,0.0,0.0005707762557077638,0.0008001234645043589
99,0.0,0.0011415525114155277,0.0011685324133907907
100,0.0,0.0027825342465753484,0.000839017682211676
101,0.0,0.0017123287671232913,0.0008005560712706069
102,0.01308191988451823,0.0010702054794520571,0.0007999823328917991
103,0.0,0.019905821917808268,0.0502497053006721
104,0.0,0.0010702054794520573,0.0010184785111049827
105,0.0019848430169613863,0.0003567351598173524,0.0017858248215342667
106,0.0,0.001355593607305939,0.0008343564521112215
107,0.0,0.0010702054794520571,0.0008997380185194593
108,0.0027066041140382546,0.001783675799086762,0.0028582077206527664
109,0.0,0.0027825342465753484,0.000839017682211676
110,0.0,0.0027825342465753484,0.000839017682211676
111,0.0,0.002711187214611878,0.000810893520083684
112,0.00027066041140382544,0.0009275114155251163,0.0009489827018918854
113,0.0,0.0022831050228310553,0.003035666878351096
114,0.01966798989534465,0.002711187214611878,0.000810893520083684
115,0.0,0.0022831050228310553,0.003035666878351096
116,0.0,0.0005707762557077638,0.0013274970571677555
117,0.0,0.0017123287671232917,0.0014402263516047134
118,0.0026163839769036456,0.0005707762557077638,0.001787454796889194
119,0.0,0.0011415525114155277,0.0007995940806944636
120,0.0,0.0005707762557077638,0.001787454796889194
121,0.0,0.034960045662100536,0.05949659185587433
122,0.0,0.0017123287671232913,0.0008005560712706069
123,0.00018044027426921693,0.001783675799086762,0.0009821958561983131
124,0.0,0.002711187214611878,0.000810893520083684
125,0.0,0.0007848173515981752,0.00323549740700854
126,0.0,0.0011415525114155277,0.0011685324133907907
127,0.0,0.0008561643835616456,0.001763398967404677
128,0.0,0.0009988584474885866,0.0007994866838155909
129,0.011548177553229884,0.0012842465753424685,0.009934705489479015
130,0.0007217610970768677,0.0004994292237442933,0.0008005744659945595
131,0.0,0.0027825342465753484,0.000839017682211676
132,0.0,0.003924086757990876,0.001533234580357973
133,0.01723204619271022,0.0077054794520548114,0.011116264389688648
134,0.0,0.0008561643835616456,0.001763398967404677
135,0.0,0.0021404109589041142,0.002839566838267169
136,0.0,0.0006421232876712343,0.0011513759948312725
137,0.0,0.0011415525114155277,0.0007995940806944636
138,0.0,0.0010702054794520571,0.0008997380185194593
139,0.0,0.0012128995433789982,0.0008878325197092309
140,0.012269938650306752,0.004566210045662111,0.004627975984413367
141,0.0,0.0009275114155251163,0.0038159557653785247
142,0.00018044027426921693,0.0025684931506849374,0.0011057400578706725
143,0.0,0.0027825342465753484,0.000839017682211676
144,0.0,0.0009275114155251163,0.0008532573133818251
145,0.0,0.0011415525114155277,0.0011685324133907907
146,0.0,0.0008561643835616456,0.001126356244195131
147,0.012179718513172146,0.011772260273972629,0.013490051601714495
148,0.0,0.001783675799086762,0.0007990707055350386
149,0.0,0.0017123287671232913,0.0008005560712706069
150,0.0,0.0017123287671232913,0.0008005560712706069
151,0.005683868639480334,0.003496004566210053,0.008051497289815366
152,0.0,0.0004280821917808228,0.002086681133620694
153,0.0,0.005422374429223756,0.0013764945589847097
154,0.0,0.002711187214611878,0.000810893520083684
155,0.0,0.0012128995433789982,0.0008595227658072604
156,0.0,0.0009275114155251163,0.0009489827018918854
157,0.0,0.0009988584474885866,0.0007994866838155909
158,0.0,0.0009275114155251163,0.0009021977223239411
159,0.0,0.004494863013698639,0.0019181758808520255
160,0.0,0.0011415525114155277,0.0011685324133907907
161,0.0014435221941537354,0.00014269406392694096,0.0012100395812778368
162,0.0,0.0027825342465753484,0.000839017682211676
163,0.0,0.005850456621004579,0.0015889355185230221
164,0.0,0.0017123287671232913,0.0008005560712706069
165,0.0,0.0022831050228310553,0.0027625739504169946
166,0.0,0.0016409817351598207,0.002934602138803841
167,0.0,0.0008561643835616458,0.0010477431962286224
168,0.0,0.0027825342465753484,0.000839017682211676
169,0.0,0.001783675799086762,0.0007990707055350386
170,0.0,0.0003567351598173524,0.003978387850665566
171,0.0,0.0004280821917808228,0.002086681133620694
172,0.0,0.001783675799086762,0.0007990707055350386
173,0.013352580295922055,0.003710045662100465,0.0009023629658961383
174,0.0,0.0017123287671232913,0.0008005560712706069
175,0.021833273186575252,0.002711187214611878,0.000810893520083684
