node,hubs,authorities,pagerank
0,0.001126126126126136,0.001557061732918133,0.0008654018484894563
1,0.0014076576576576702,0.0027477559992672936,0.001476224908415041
2,0.0007507507507507574,0.0009159186664224313,0.0005155251583923977
3,0.0007507507507507574,0.00045795933321121564,0.00031164371569098305
4,0.0013138138138138252,0.0011906942663491606,0.0016004995839746174
5,0.0003753753753753787,0.0,9.434175112610527e-05
6,0.0003753753753753787,0.0005495511998534588,0.0002684679596436234
7,0.0004692192192192234,0.00027477559992672933,0.0001704076730251319
8,0.0010322822822822913,0.0010991023997069173,0.001203298877018733
9,0.001126126126126136,0.0012822861329914038,0.001776621001660663
10,0.0009384384384384468,0.0014654698662758898,0.0017715056066408255
11,0.0,0.00045795933321121564,0.00039549770425504564
12,0.002158408408408427,0.0,9.434175112610527e-05
13,0.0012199699699699806,0.001740245466202619,0.0011025017811596468
14,0.000563063063063068,9.159186664224311e-05,9.439965103719243e-05
15,0.0009384384384384466,0.00027477559992672933,0.00019911901252707236
16,0.0009384384384384466,0.0009159186664224313,0.0007443552715410947
17,0.0015015015015015147,0.0011906942663491608,0.0006850434621036278
18,0.0014076576576576702,0.0011906942663491606,0.0006477005328208098
19,0.0004692192192192234,0.00045795933321121564,0.00020445084170564294
20,0.0015953453453453593,0.0017402454662026191,0.0008952101110000217
21,0.0006569069069069127,0.0009159186664224313,0.0003034104490029382
22,0.0009384384384384468,0.0007327349331379449,0.0008974492325015829
23,0.001126126126126136,0.0,9.434175112610527e-05
24,0.00018768768768768934,0.0006411430664957019,0.00010579753519141804
25,0.001126126126126136,0.00045795933321121564,0.0003616879220980444
26,0.000563063063063068,0.00045795933321121564,0.00020445084170564294
27,0.000563063063063068,0.0011906942663491608,0.001841219104906858
28,0.0006569069069069126,0.0,9.434175112610527e-05
29,9.384384384384467e-05,0.00036636746656897246,0.00011438937324040263
30,0.00018768768768768934,9.159186664224311e-05,0.00019157271838044748
31,0.000844594594594602,0.00018318373328448623,0.0002572364616605728
32,0.000563063063063068,0.0010075105330646743,0.00025352737385362506
33,0.001126126126126136,0.0016486535995603759,0.0007067347012236578
34,0.0017830330330330486,0.0014654698662758898,0.001824732515563272
35,0.0015015015015015147,0.0012822861329914038,0.0012023401250524392
36,0.001126126126126136,0.0015570617329181329,0.0011364162295395208
37,0.0003753753753753787,0.00045795933321121564,0.0005541687127626663
38,0.0,0.00036636746656897246,0.0009520646721216786
39,0.0003753753753753787,0.0,9.434175112610527e-05
40,0.0004692192192192234,0.0006411430664957018,0.0003317471892802405
41,0.00018768768768768934,0.00027477559992672933,0.00018833678808884006
42,9.384384384384467e-05,0.00027477559992672933,0.0017804194290188668
43,0.00018768768768768934,9.159186664224311e-05,0.0016076982657921418
44,0.0,0.00018318373328448623,0.0025864454680530253
45,0.000563063063063068,0.0,9.434175112610527e-05
46,0.00018768768768768934,0.0010075105330646743,0.0022210882138854996
47,0.0,0.00018318373328448623,0.0027732907250568387
48,0.000281531531531534,0.0,9.434175112610527e-05
49,0.00140765765765767,0.00036636746656897246,0.00017036782255325402
50,0.0009384384384384468,0.0021066129327715916,0.000813360697286733
51,0.0010322822822822913,0.0005495511998534587,0.000457179457532104
52,0.000563063063063068,0.00018318373328448623,9.445755094827963e-05
53,0.000844594594594602,0.00036636746656897246,0.00011441398070261469
54,0.0007507507507507574,0.0005495511998534587,0.0004925015569981091
55,0.0006569069069069126,0.0012822861329914036,0.0007041038319956069
56,0.0006569069069069126,0.0011906942663491606,0.002644647046198235
57,0.000281531531531534,0.00036636746656897246,0.00027283546178854043
58,0.0006569069069069126,0.00027477559992672933,0.00021038507150071697
59,0.00018768768768768934,0.00018318373328448623,0.00018375540651390998
60,0.0003753753753753787,0.00036636746656897246,0.0005066357513293612
61,0.0003753753753753787,0.00027477559992672933,0.0003871513733070511
62,0.00018768768768768934,0.0005495511998534587,0.0007671471842735925
63,0.00018768768768768934,0.0,9.434175112610527e-05
64,0.001126126126126136,0.00027477559992672933,0.00017456118953883832
65,0.0014076576576576702,0.000824326799780188,0.0007014172036230407
66,0.0007507507507507574,0.0007327349331379449,0.00021373104426418308
67,0.000281531531531534,0.0006411430664957018,0.0006578236461792595
68,0.0003753753753753787,0.000824326799780188,0.001737885611461743
69,0.000281531531531534,0.0010075105330646743,0.002908141320022214
70,0.002252252252252272,0.001648653599560376,0.00013667567320020985
71,0.00018768768768768934,0.000824326799780188,0.00010892144131471475
72,0.000281531531531534,0.00018318373328448623,0.00014063336368485904
73,0.0009384384384384468,0.00045795933321121564,0.00029843746207611996
74,0.0004692192192192234,0.0007327349331379449,0.0001497338167176349
75,0.0007507507507507574,0.00045795933321121564,0.00045951200720140763
76,0.0012199699699699806,0.0007327349331379449,0.0010817254550989045
77,0.0007507507507507574,0.0010075105330646743,0.0009016036287606844
78,0.0006569069069069126,0.0011906942663491606,0.0005774462915888988
79,0.000563063063063068,0.00045795933321121564,0.0005649644864786802
80,0.0007507507507507574,0.0010075105330646743,0.001574299566078576
81,0.0,0.00036636746656897246,0.0004288804089178027
82,0.000844594594594602,0.0,9.434175112610527e-05
83,0.000563063063063068,0.0010075105330646743,0.0002572843888994645
84,0.001126126126126136,0.0017402454662026191,0.0007777450700037722
85,0.0007507507507507574,0.0007327349331379449,0.0004104436615012202
86,0.000563063063063068,0.0006411430664957018,0.00029489098119243374
87,0.000563063063063068,0.0007327349331379449,0.0007425336682597952
88,0.0003753753753753787,0.0005495511998534587,0.0004926819418561273
89,0.0003753753753753787,0.00045795933321121564,0.0004432736842310903
90,0.000281531531531534,0.0007327349331379449,0.0016859055643926304
91,0.0009384384384384468,0.0,9.434175112610527e-05
92,0.0009384384384384466,0.0012822861329914036,0.00011442643952276827
93,9.384384384384467e-05,0.00045795933321121564,0.00011379424584497589
94,0.00018768768768768934,9.159186664224311e-05,0.00019106686009433475
95,0.000281531531531534,0.00018318373328448623,0.0007260900158300289
96,0.0,0.0007327349331379449,0.001075568747600115
97,0.0017830330330330486,0.0006411430664957018,0.0005513966722766763
98,0.0004692192192192234,0.0006411430664957019,0.000644303143155407
99,0.000844594594594602,0.0010075105330646743,0.0013015146673567755
100,0.000563063063063068,0.0009159186664224313,0.0009504476658944005
101,9.384384384384467e-05,0.0010991023997069175,0.003883869805426716
102,0.000563063063063068,0.00045795933321121564,0.00015773732877397237
103,0.000844594594594602,0.0006411430664957019,0.00013920335151866077
104,0.000281531531531534,0.00045795933321121564,0.0001180063208842776
105,0.0015953453453453593,0.0010991023997069173,0.00040575188270495274
106,0.0010322822822822913,0.0010991023997069173,0.0006066600908446959
107,0.001126126126126136,0.0014654698662758898,0.0012680933511268998
108,0.0007507507507507574,0.00027477559992672933,9.436105109646765e-05
109,0.000281531531531534,0.0009159186664224313,0.00011440312446928584
110,0.0003753753753753787,0.00018318373328448623,0.00014296307902555175
111,0.000281531531531534,0.00018318373328448623,0.00015510105971196477
112,0.0018768768768768936,0.0009159186664224313,0.0004922069800615706
113,0.000844594594594602,0.0017402454662026191,0.0013508332415526725
114,9.384384384384467e-05,0.0,9.434175112610527e-05
115,0.0,9.159186664224311e-05,0.00017453223958329475
116,0.0003753753753753787,0.0,9.434175112610527e-05
117,0.001689189189189204,0.0007327349331379449,0.0009945717142378187
118,0.0004692192192192234,0.000824326799780188,0.00038368338603096973
119,0.0010322822822822913,0.0010075105330646743,0.0015796910221828975
120,9.384384384384467e-05,0.00027477559992672933,0.0005419208740779261
121,0.000281531531531534,9.159186664224311e-05,0.0005549744940923424
122,0.000281531531531534,0.0007327349331379449,0.0013196965227579452
123,0.000281531531531534,0.00027477559992672933,0.0004682557659075231
124,0.0003753753753753787,0.00027477559992672933,0.0007755401352181674
125,0.000281531531531534,0.0007327349331379449,0.002494096624349596
126,0.0004692192192192234,0.00045795933321121564,0.0001721706592775783
127,0.00018768768768768934,0.00036636746656897246,0.00013092801622259064
128,9.384384384384467e-05,0.00018318373328448623,0.0002056884648263945
129,9.384384384384467e-05,0.0,9.434175112610527e-05
130,0.000563063063063068,9.159186664224311e-05,0.00017453223958329475
131,0.0010322822822822913,0.0005495511998534588,0.0003515115877323845
132,0.0012199699699699806,0.0014654698662758898,0.0007905961772627146
133,0.0016891891891892038,0.002015021066129348,0.0014189332862327164
134,0.000281531531531534,0.0007327349331379449,0.00045427456894151245
135,0.000844594594594602,0.00018318373328448623,0.00011231637644040317
136,0.0006569069069069126,0.00045795933321121564,0.0001134355351209738
137,0.0003753753753753787,0.00027477559992672933,0.0001264818194103812
138,0.000281531531531534,0.00018318373328448623,0.00014809652437551725
139,0.000563063063063068,0.00027477559992672933,0.0007052094915895821
140,0.0006569069069069126,0.00036636746656897246,0.000448458719353123
141,0.0004692192192192234,0.0009159186664224313,0.0009558461935270325
142,9.384384384384467e-05,0.0010991023997069175,0.0019123292861877197
143,0.000281531531531534,0.00045795933321121564,0.00012330428096015846
144,0.000563063063063068,0.00045795933321121564,0.0005077712762808821
145,0.0009384384384384468,0.0012822861329914038,0.0013411193231298963
146,0.0012199699699699806,0.0010075105330646743,0.0016154565593004032
147,0.0003753753753753787,0.0,9.434175112610527e-05
148,0.0006569069069069127,0.00027477559992672933,0.00013449489526578718
149,0.002252252252252272,0.0013738779996336468,0.00026458122985525344
150,0.0012199699699699809,0.002564572265982807,0.0007837860742990909
151,0.002252252252252272,0.0019234291994871054,0.0012131586293295036
152,0.0015015015015015147,0.003205715332478509,0.0025390243308703537
153,0.00018768768768768934,0.0007327349331379449,0.0003641130862810803
154,0.000281531531531534,0.00027477559992672933,0.0006865869122550668
155,0.0,0.00018318373328448623,0.0003861411888345087
156,0.0003753753753753787,0.0,9.434175112610527e-05
157,0.000281531531531534,0.00045795933321121564,0.00012110086390071201
158,0.00018768768768768934,0.00027477559992672933,0.00012865366256464034
159,0.0003753753753753787,0.00027477559992672933,0.00048362238977713934
160,0.0009384384384384468,0.0007327349331379449,0.0013873505790917653
161,0.0006569069069069128,0.0010991023997069175,0.001693515389407689
162,0.0,0.00027477559992672933,0.0005741711114582838
163,0.00018768768768768934,0.0,9.434175112610527e-05
164,0.000563063063063068,0.00027477559992672933,0.0003170431464505517
165,0.0006569069069069127,0.00018318373328448623,0.00022908508836758974
166,0.0003753753753753787,0.0005495511998534587,0.0006349839092168617
167,0.0004692192192192234,0.0005495511998534588,0.0009421257712306667
168,0.0003753753753753787,0.0006411430664957018,0.00047165376305889715
