0,1,2,3,4,5,add_link
0.06071611200885575,0.11232480721638316,0.15619219814278143,0.19347948043021995,0.22517367037454272,0.252113731827217,
0.17802510569392727,0.1903111537809129,0.20075429465485067,0.12431038916938628,0.14465364473505304,0.1619454119658698,"3,1"
0.22491462595986958,0.22470054951753274,0.22451858454154647,0.12894351588180086,0.08832411170140898,0.10859861239784126,"4,1"
0.24227824329082454,0.23753271741138873,0.2334990204138683,0.13083329429008192,0.08720036068747272,0.06865636390636382,"5,1"
0.24778753364178782,0.2401415898047351,0.2336425375432403,0.12882026466509258,0.0842707986918798,0.06533727565326437,"6,1"
